PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSCY;DSI;P7250;P7280;P744;P3074;P7260;P1806;P7430;P7440S1;P7440S2;P7450;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4;P7440
20240205;02;2024;7685523;1;1;1;70;50;1;231.35928267;50;1;;;;;;;;;1;380;0;3;1;5;2;2;;2;;.;4110;69;6910;
20240205;02;2024;7685524;1;3;1;70;50;1;223.13071264;50;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685524;1;4;1;70;50;1;223.13071264;50;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685524;1;5;1;70;50;1;223.13071264;50;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685524;1;6;1;70;50;1;223.13071264;50;1;;;;;;;;;1;240;0;4;7;3;2;2;;2;;.;9211;01;0113;
20240205;02;2024;7685525;1;1;1;70;50;1;236.12425995;50;1;;;;;;;;;1;216;0;4;4;1;2;2;;2;;.;7531;14;1410;
20240205;02;2024;7685526;2;1;2;70;50;1;292.59146059;50;1;;;;;2;5;;1300000;1;60;0;7;1;8;2;2;;2;;.;5414;52;5221;
20240205;02;2024;7685527;1;4;1;70;50;1;217.88994933;50;1;;;;;;;;;1;3;0;3;3;1;2;2;;2;;.;9111;97;9700;
20240205;02;2024;7685528;1;2;1;70;50;1;205.99739916;50;;1;1;8;1;;;60;1300000;1;2;0;8;7;3;2;2;;2;;8141;8141;01;0113;
20240205;02;2024;7685528;1;3;1;70;50;1;205.99739916;50;1;;;;;;;;;1;300;0;4;4;1;2;2;;2;;.;9111;81;8121;
20240205;02;2024;7685531;1;1;1;70;50;1;337.99739337;50;1;;;;;2;4;;2500000;1;3;0;7;4;1;2;2;;2;;.;5223;47;4732;
20240205;02;2024;7685531;1;2;1;70;50;1;337.99739337;50;1;;;;;;;;;1;0;3;3;4;1;2;2;;2;;.;5142;96;9602;
20240205;02;2024;7685533;1;2;1;70;50;1;298.34528321;50;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685534;1;2;1;70;50;1;210.12461523;50;1;;;;;2;5;;1300000;1;360;0;3;1;5;2;2;;2;;.;2342;85;8530;
20240205;02;2024;7685534;1;4;1;70;50;1;210.12461523;50;1;;;;;;;;;1;2;0;2;1;7;2;2;;2;;.;5131;56;5611;
20240205;02;2024;7685534;1;5;1;70;50;1;210.12461523;50;1;;;;;;;;;1;2;0;2;1;7;2;2;;2;;.;5131;56;5611;
20240205;02;2024;7685535;1;2;1;70;50;1;348.97407875;50;1;;;;;;;;;1;120;0;3;1;10;2;2;;2;;.;2412;64;6412;
20240205;02;2024;7685536;1;2;1;70;50;1;348.97407875;50;1;;;;;;;;;1;12;0;3;1;3;2;2;;2;;.;1420;47;4773;
20240205;02;2024;7685537;1;5;1;70;50;1;192.67411185;50;1;;;;;;;;;1;240;0;6;1;2;2;2;;2;;.;5223;47;4752;
20240205;02;2024;7685537;1;7;1;70;50;1;192.67411185;50;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685539;1;1;1;70;50;1;220.7704225;50;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240207;02;2024;7685540;1;2;1;70;;1;189.86629215;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240207;02;2024;7685540;1;3;1;70;;1;189.86629215;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240207;02;2024;7685541;1;2;1;70;;1;184.75982654;05;1;;;;;;;;;1;48;0;5;1;10;2;3;;2;;.;5414;56;5611;
20240207;02;2024;7685542;1;1;1;70;;1;184.75982654;05;1;;;;;;;;;1;145;0;4;4;1;2;3;;2;;.;8324;49;4921;
20240207;02;2024;7685542;1;2;1;70;;1;184.75982654;05;1;;;;;;;;;1;120;0;4;4;1;2;2;;2;;.;9111;81;8121;
20240207;02;2024;7685543;1;3;1;70;;1;270.08882439;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240207;02;2024;7685544;1;1;1;70;;1;131.92503011;05;1;;;;;;;;;1;36;0;4;4;1;2;2;;2;;.;5212;56;5619;
20240207;02;2024;7685544;1;3;1;70;;1;131.92503011;05;1;;;;;;;;;1;1;0;2;1;4;2;2;;1;1000000;.;5131;56;5611;
20240207;02;2024;7685545;1;1;1;70;;1;237.28221361;05;1;;;;;;;;;1;12;0;4;3;1;2;2;;2;;.;9111;97;9700;
20240207;02;2024;7685546;1;2;1;70;;1;270.08882439;05;1;;;;;;;;;1;12;0;8;1;10;2;2;;2;;.;9112;52;5223;
20240207;02;2024;7685547;1;5;1;70;;1;237.16387399;05;1;;;;;;;;;1;60;0;9;1;10;2;2;;2;;.;5321;86;8610;
20240207;02;2024;7685549;1;1;1;70;;1;119.61576613;05;1;;;;;;;;;1;60;0;4;1;4;2;2;;2;;.;5120;56;5611;
20240209;02;2024;7685550;1;2;1;70;;1;167.96347867;05;1;;;;;;;;;1;144;0;3;1;10;2;2;;2;;.;7531;14;1410;
20240209;02;2024;7685551;1;3;1;70;;1;352.39721114;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240209;02;2024;7685553;1;2;1;70;;1;185.65185184;05;;2;1;20;1;;;47;1300000;1;12;0;4;1;10;2;2;;2;;4110;4110;46;4610;
20240209;02;2024;7685554;1;1;1;70;;1;275.73184908;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240209;02;2024;7685555;1;1;1;70;;1;92.840418164;05;1;;;;;;;;;1;240;0;5;1;2;2;3;;2;;.;5152;93;9329;
20240209;02;2024;7685555;1;2;1;70;;1;92.840418164;05;1;;;;;;;;;1;480;0;3;3;1;2;2;;2;;.;9111;97;9700;
20240209;02;2024;7685557;1;1;1;70;;1;167.96347867;05;1;;;;;;;;;1;36;0;4;4;1;2;1;2;2;;.;8324;49;4921;
20240209;02;2024;7685558;1;1;1;70;;1;215.71110328;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240206;02;2024;7685560;1;1;1;70;;1;184.75982654;05;1;;;;;;;;;1;288;0;8;1;8;2;3;;2;;.;7233;13;1312;
20240206;02;2024;7685560;1;2;1;70;;1;184.75982654;05;1;;;;;;;;;1;84;0;5;1;10;2;3;;2;;.;8153;14;1410;
20240206;02;2024;7685561;1;1;1;70;;1;180.5321209;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240206;02;2024;7685562;1;3;1;70;;1;102.12445998;05;1;;;;;;;;;1;120;0;4;1;4;2;2;;2;;.;9112;94;9491;
20240206;02;2024;7685562;1;4;1;70;;1;102.12445998;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240206;02;2024;7685563;1;1;1;70;;1;102.12445998;05;1;;;;;;;;;1;60;0;4;1;4;2;2;;2;;.;7112;41;4111;
20240206;02;2024;7685563;1;2;1;70;;1;102.12445998;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240206;02;2024;7685563;1;4;1;70;;1;102.12445998;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240206;02;2024;7685563;1;6;1;70;;1;102.12445998;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240206;02;2024;7685564;1;1;1;70;;1;372.95443287;05;1;;;;;1;;47;1300000;1;4;0;3;1;10;2;2;;2;;.;5414;68;6820;
20240206;02;2024;7685564;2;1;2;70;;1;372.95443287;05;1;;;;;2;5;;1700000;2;;;;;;;2;;2;;.;.;;.;
20240206;02;2024;7685565;1;1;1;70;;1;204.21703702;05;;2;1;20;4;;;60;1300000;1;0;2;4;4;1;2;2;;1;900000;5120;5311;88;8891;
20240206;02;2024;7685566;1;1;1;70;;1;237.28221361;05;1;;;;;;;;;1;120;0;4;4;1;2;2;;2;;.;9112;81;8121;
20240206;02;2024;7685567;1;3;1;70;;1;102.12445998;05;;2;1;42;1;;;47;1600000;2;;;;;;;2;;2;;5223;;;;
20240206;02;2024;7685567;1;4;1;70;;1;102.12445998;05;1;;;;;;;;;1;12;0;1;1;3;2;2;;2;;.;5131;56;5611;
20240206;02;2024;7685567;1;5;1;70;;1;102.12445998;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240206;02;2024;7685568;1;1;1;70;;1;326.8389171;05;1;;;;;;;;;1;0;3;2;1;6;2;2;;1;1500000;.;7212;25;2511;
20240205;02;2024;7685569;1;1;1;70;;1;96.007300368;05;1;;;;;;;;;1;48;0;5;1;8;2;3;;2;;.;3122;13;1312;
20240205;02;2024;7685569;1;2;1;70;;1;96.007300368;05;1;;;;;;;;;1;160;0;5;1;10;2;3;;2;;.;7233;14;1410;
20240205;02;2024;7685571;1;1;1;70;;1;135.39909067;05;1;;;;;;;;;1;280;0;4;3;1;2;2;;2;;.;5311;97;9700;
20240205;02;2024;7685572;1;1;1;70;;1;177.96166021;05;1;;;;;;;;;1;244;0;5;2;10;2;3;;2;;.;2330;85;8530;
20240205;02;2024;7685575;1;2;1;70;;1;154.32943049;05;1;;;;;;;;;1;3;0;2;1;6;2;2;;2;;.;1412;56;5611;
20240205;02;2024;7685576;1;3;1;70;;1;139.22893988;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685577;1;1;1;70;05;1;846.73167254;05;1;;;;;;;;;1;36;2;4;4;1;2;2;;2;;.;9111;97;9700;
20240205;02;2024;7685577;1;3;1;70;05;1;846.73167254;05;;1;1;2;1;;;47;1300000;1;1;1;8;1;10;2;2;;2;;5223;5242;47;4711;
20240205;02;2024;7685578;1;1;1;70;05;1;1158.4343535;05;1;;;;;;;;;1;600;0;3;1;3;2;2;;2;;.;4311;47;4771;
20240205;02;2024;7685578;1;2;1;70;05;1;1158.4343535;05;;2;1;24;1;;;47;1300000;2;;;;;;;2;;2;;7231;;;;
20240205;02;2024;7685578;1;3;1;70;05;1;1158.4343535;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685580;1;1;1;70;05;1;4110.2863384;05;1;;;;;;;;;1;84;0;8;4;1;2;2;;2;;.;8323;49;4921;
20240205;02;2024;7685580;1;2;1;70;05;1;4110.2863384;05;1;;;;;;;;;1;180;0;5;2;10;2;3;;2;;.;4311;84;8423;
20240205;02;2024;7685580;1;4;1;70;05;1;4110.2863384;05;1;;;;;;;;;1;4;0;2;1;8;2;2;;2;;.;4225;84;8430;
20240205;02;2024;7685582;1;1;1;70;05;1;4270.4880027;05;1;;;;;;;;;1;600;0;3;4;1;2;2;;2;;.;9111;81;8121;
20240205;02;2024;7685583;1;1;1;70;05;1;4926.9937237;05;1;;;;;;;;;1;84;5;7;4;1;2;2;;2;;.;8324;49;4921;
20240205;02;2024;7685585;1;1;1;70;05;1;3145.1524809;05;1;;;;;;;;;1;408;5;5;4;2;2;3;;2;;.;5120;56;5611;
20240205;02;2024;7685585;1;2;1;70;05;1;3145.1524809;05;1;;;;;;;;;1;360;5;4;3;1;2;2;;2;;.;9111;97;9700;
20240205;02;2024;7685586;1;3;1;70;05;1;2390.6686458;05;1;;;;;1;;24;600000;1;48;0;7;1;2;2;2;;2;;.;5112;49;4921;
20240205;02;2024;7685588;1;1;1;70;05;1;2710.0007191;05;1;;;;;;;;;1;420;0;5;1;4;2;3;;2;;.;9321;10;1081;
20240205;02;2024;7685588;1;2;1;70;05;1;2710.0007191;05;1;;;;;;4;;1300000;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685588;2;1;2;70;05;1;2710.0007191;05;;1;1;6;1;;;47;1300000;2;;;;;;;2;;2;;5223;;;;
20240205;02;2024;7685589;1;2;1;70;05;1;2654.3739516;05;1;;;;;;;;;1;8;0;8;1;2;2;2;;2;;.;5223;47;4741;
20240205;02;2024;7685592;1;1;1;70;05;1;1368.0930934;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685592;1;2;1;70;05;1;1368.0930934;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685592;1;5;1;70;05;1;1368.0930934;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685594;1;2;1;70;05;1;2195.1136058;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685595;1;2;1;70;05;1;2664.324124;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685597;1;2;1;70;05;1;2664.324124;05;;2;1;20;1;;;48;1200000;1;6;0;8;1;6;2;2;;2;;3432;3432;82;8230;
20240205;02;2024;7685600;1;1;1;70;05;1;1077.8591718;05;1;;;;;;;;;1;240;0;5;1;10;2;3;;2;;.;8152;13;1312;
20240205;02;2024;7685600;1;3;1;70;05;1;1077.8591718;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685602;1;2;1;70;05;1;713.09080507;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685602;1;3;1;70;05;1;713.09080507;05;1;;;;;;;;;1;8;0;7;1;3;2;2;;2;;.;7131;43;4330;
20240205;02;2024;7685605;1;3;1;70;05;1;941.32096554;05;;2;1;52;1;;;48;1200000;1;12;0;6;1;6;2;2;;2;;5223;7512;10;1081;
20240205;02;2024;7685605;1;5;1;70;05;1;941.32096554;05;;1;1;12;1;;;48;1160000;1;2;0;1;1;10;2;2;;2;;4222;9333;56;5611;
20240205;02;2024;7685607;1;1;1;70;05;1;1408.9188511;05;1;;;;;;;;;1;96;0;1;1;5;2;2;;2;;.;9313;41;4111;
20240205;02;2024;7685607;1;2;1;70;05;1;1408.9188511;05;1;;;;;1;;24;300000;1;2;3;4;1;5;2;2;;2;;.;9412;56;5619;
20240205;02;2024;7685607;1;4;1;70;05;1;1408.9188511;05;;1;1;4;3;;;47;1100000;1;1;1;8;3;1;2;2;;2;;9111;9111;97;9700;
20240205;02;2024;7685608;1;1;1;70;05;1;1516.6371119;05;1;;;;;;;;;1;120;0;5;1;5;2;3;;2;;.;9211;01;0122;
20240205;02;2024;7685609;1;2;1;70;05;1;1270.9487351;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685609;1;3;1;70;05;1;1270.9487351;05;;1;1;12;1;;;47;1300000;1;12;0;6;1;4;2;2;;2;;4110;5131;56;5630;
20240205;02;2024;7685609;1;4;1;70;05;1;1270.9487351;05;;1;1;8;1;;;47;1300000;1;4;0;6;1;10;2;2;;2;;4416;5414;80;8010;
20240205;02;2024;7685612;1;1;1;70;05;1;1039.700135;05;1;;;;;;;;;1;72;0;5;1;4;2;3;;2;;.;7531;14;1410;
20240205;02;2024;7685612;1;2;1;70;05;1;1039.700135;05;1;;;;;;;;;1;108;0;5;1;10;2;3;;2;;.;8153;14;1410;
20240205;02;2024;7685615;1;1;1;70;05;1;949.36334913;05;1;;;;;;;;;1;168;0;5;1;10;2;3;;2;;.;5414;80;8010;
20240205;02;2024;7685615;1;2;1;70;05;1;949.36334913;05;1;;;;;;;;;1;120;0;7;3;1;2;3;;2;;.;9111;97;9700;
20240205;02;2024;7685620;1;1;1;70;05;1;1075.0723368;05;1;;;;;;;;;1;25;2;4;1;8;2;2;;2;;.;9112;81;8121;
20240205;02;2024;7685621;1;1;1;70;05;1;749.86627077;05;1;;;;;;;;;1;300;5;5;2;10;2;3;;2;;.;8332;84;8414;
20240205;02;2024;7685622;1;2;1;70;05;1;1082.2736265;05;;2;1;16;1;;;48;1500000;1;4;0;9;1;5;2;2;;2;;5230;5230;56;5611;
20240205;02;2024;7685623;1;2;1;70;05;1;1166.2589466;05;1;;;;;;;;;1;13;0;3;1;10;2;2;;2;;.;5414;80;8010;
20240205;02;2024;7685625;1;5;1;70;05;1;922.15322649;05;1;;;;;;;;;1;144;5;4;4;1;2;2;;2;;.;1412;56;5619;
20240205;02;2024;7685628;1;3;1;70;05;1;939.82314716;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685629;1;2;1;70;05;1;1861.3771277;05;1;;;;;;;;;1;2;5;8;1;4;2;2;;2;;.;4110;47;4771;
20240205;02;2024;7685631;1;1;1;70;05;1;1368.9922531;05;1;;;;;;;;;1;360;0;5;2;10;2;3;;2;;.;2310;85;8544;
20240205;02;2024;7685632;1;2;1;70;05;1;1533.5725191;05;1;;;;;;;;;1;24;5;5;1;10;2;3;;2;;.;2310;85;8544;
20240205;02;2024;7685636;1;1;1;70;05;1;1106.9136451;05;1;;;;;;;;;1;540;0;3;4;1;2;2;;2;;.;9111;81;8121;
20240205;02;2024;7685636;1;2;1;70;05;1;1106.9136451;05;1;;;;;;;;;1;264;0;5;1;10;2;3;;2;;.;9311;07;0722;
20240205;02;2024;7685637;1;2;1;70;05;1;1078.5894484;05;1;;;;;2;4;;1300000;1;96;0;4;1;10;2;2;;2;;.;5223;92;9200;
20240205;02;2024;7685637;1;3;1;70;05;1;1078.5894484;05;;2;1;16;1;;;47;1300000;1;4;0;6;1;4;2;2;;2;;5142;5142;96;9602;
20240205;02;2024;7685639;1;4;1;70;05;1;983.80705279;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685641;1;1;1;70;05;1;1085.1706211;05;1;;;;;;;;;1;270;0;3;1;10;2;2;;2;;.;9112;81;8121;
20240205;02;2024;7685641;1;2;1;70;05;1;1085.1706211;05;1;;;;;;;;;1;24;0;2;1;4;2;2;;2;;.;5223;86;8621;
20240205;02;2024;7685644;1;2;1;70;05;1;1317.0681635;05;1;;;;;;;;;1;192;2;3;4;1;2;2;;2;;.;9111;81;8121;
20240205;02;2024;7685646;1;2;1;70;05;1;1129.2715402;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685646;1;4;1;70;05;1;1129.2715402;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685646;1;6;1;70;05;1;1129.2715402;05;1;;;;;;;;;1;24;0;6;1;10;2;2;;2;;.;5230;47;4711;
20240205;02;2024;7685647;1;6;1;70;05;1;1490.1491388;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685648;1;2;1;70;05;1;1236.8841446;05;1;;;;;1;;47;3000000;1;8;2;8;4;10;2;1;1;2;;.;2359;84;8413;
20240205;02;2024;7685651;1;2;1;70;05;1;3905.2878586;05;1;;;;;;;;;1;304;0;5;1;10;2;3;;2;;.;5230;47;4719;
20240205;02;2024;7685652;1;1;1;70;05;1;3082.9316059;05;1;;;;;;;;;1;60;5;5;1;5;2;3;;2;;.;5414;66;6619;
20240205;02;2024;7685652;1;2;1;70;05;1;3082.9316059;05;1;;;;;;;;;1;36;5;5;1;5;2;3;;2;;.;4226;66;6615;
20240205;02;2024;7685655;1;1;1;70;05;1;2635.9410019;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685656;1;3;1;70;05;1;750.23960738;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685657;1;2;1;70;05;1;2511.8030784;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685658;1;1;1;70;05;1;2099.6183609;05;1;;;;;1;;24;300000;1;48;0;7;3;1;2;2;;2;;.;5311;97;9700;
20240205;02;2024;7685660;1;2;1;70;05;1;3525.3736516;05;1;;;;;;;;;1;48;0;4;7;5;2;2;;1;250000;.;9211;01;0123;
20240205;02;2024;7685660;1;3;1;70;05;1;3525.3736516;05;1;;;;;;;;;1;480;0;8;1;8;2;2;;2;;.;8160;10;1081;
20240205;02;2024;7685661;1;2;1;70;05;1;599.01099216;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685661;1;3;1;70;05;1;599.01099216;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685662;1;1;1;70;05;1;807.54829159;05;1;;;;;;;;;1;360;0;4;4;1;2;2;;2;;.;8189;32;3290;
20240205;02;2024;7685663;1;1;1;70;05;1;813.96190976;05;1;;;;;;;;;1;156;0;5;1;10;2;3;;2;;.;5311;88;8899;
20240205;02;2024;7685664;1;1;1;70;05;1;1374.3689702;05;1;;;;;;;;;1;12;0;5;1;10;2;3;;2;;.;2310;85;8544;
20240205;02;2024;7685664;1;2;1;70;05;1;1374.3689702;05;1;;;;;;;;;1;80;0;5;2;10;2;3;;2;;.;2612;84;8424;
20240205;02;2024;7685666;1;5;1;70;05;1;2019.847814;05;1;;;;;;;;;1;110;0;3;1;5;2;2;;2;;.;5141;96;9602;
20240205;02;2024;7685669;1;1;1;70;05;1;1106.9136451;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685669;1;2;1;70;05;1;1106.9136451;05;1;;;;;;;;;1;350;0;7;3;2;2;2;;2;;.;5152;97;9700;
20240205;02;2024;7685671;1;1;1;70;05;1;1221.8881801;05;;2;1;20;1;;;72;2300000;1;12;0;8;1;10;2;3;;2;;5414;5414;80;8010;
20240205;02;2024;7685671;1;2;1;70;05;1;1221.8881801;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685671;1;3;1;70;05;1;1221.8881801;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685676;1;2;1;70;05;1;1669.2462245;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685678;1;1;1;70;05;1;1193.0710088;05;1;;;;;;;;;1;252;0;5;1;10;2;3;;2;;.;3133;69;6910;
20240205;02;2024;7685678;1;2;1;70;05;1;1193.0710088;05;1;;;;;;;;;1;564;0;3;1;10;2;2;;2;;.;8153;14;1410;
20240205;02;2024;7685681;1;3;1;70;05;1;1166.9782882;05;;1;1;1;1;;;24;500000;2;;;;;;;2;;2;;5223;;;;
20240205;02;2024;7685682;1;1;1;70;05;1;911.81642087;05;1;;;;;;;;;1;204;5;5;1;4;2;3;;2;;.;9112;68;6820;
20240205;02;2024;7685683;1;3;1;70;05;1;861.05143142;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685684;1;2;1;70;05;1;1312.8399453;05;;1;1;8;1;;;47;1300000;1;6;0;3;1;5;2;2;;2;;9412;5322;87;8730;
20240205;02;2024;7685686;1;8;1;70;05;1;1114.3623417;05;1;;;;;;;;;1;120;0;4;4;1;2;2;;2;;.;5212;47;4781;
20240205;02;2024;7685689;1;1;1;70;05;1;3080.6573268;05;1;;;;;;;;;1;480;5;7;3;1;2;2;;2;;.;9111;97;9700;
20240205;02;2024;7685691;1;1;1;70;05;1;2894.119339;05;1;;;;;1;;47;1300000;1;2;0;2;1;3;2;2;;2;;.;5329;47;4773;
20240205;02;2024;7685696;1;1;1;70;05;1;1383.9799421;05;1;;;;;;;;;1;60;0;1;1;10;2;2;;2;;.;5414;80;8010;
20240205;02;2024;7685696;1;2;1;70;05;1;1383.9799421;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685697;1;2;1;70;05;1;6364.728966;05;1;;;;;;;;;1;84;0;4;1;4;2;2;;2;;.;5322;87;8730;
20240205;02;2024;7685699;1;1;1;70;05;1;4199.6775842;05;1;;;;;;;;;1;360;0;4;4;1;2;2;;2;;.;8323;49;4921;
20240205;02;2024;7685702;1;2;1;70;05;1;4587.9998208;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685702;1;3;1;70;05;1;4587.9998208;05;1;;;;;;;;;1;48;0;2;1;8;2;2;;2;;.;5321;86;8691;
20240205;02;2024;7685704;1;2;1;70;05;1;5271.4697078;05;1;;;;;;;;;1;36;0;9;1;6;2;2;;2;;.;5131;56;5611;
20240205;02;2024;7685704;1;4;1;70;05;1;5271.4697078;05;;1;1;3;1;;;47;1300000;1;2;0;6;1;8;2;2;;2;;9313;1321;10;1081;
20240205;02;2024;7685706;1;1;1;70;05;1;4203.301049;05;1;;;;;;;;;1;140;0;7;1;3;2;2;;2;;.;5223;47;4719;
20240205;02;2024;7685706;1;2;1;70;05;1;4203.301049;05;1;;;;;;;;;1;140;0;7;1;3;2;3;;2;;.;1420;47;4719;
20240205;02;2024;7685707;1;3;1;70;05;1;4778.2086658;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685708;1;1;1;70;05;1;1739.140168;05;1;;;;;;;;;1;360;0;3;4;1;2;2;;2;;.;9111;81;8121;
20240205;02;2024;7685711;1;2;1;70;05;1;1245.0324414;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685713;1;2;1;70;05;1;1700.9322564;05;;1;1;12;1;;;47;2600000;1;4;0;3;1;10;2;2;;2;;3257;3257;41;4112;
20240205;02;2024;7685713;1;5;1;70;05;1;1700.9322564;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685719;1;2;1;70;05;1;730.72132511;05;;1;1;12;1;;;47;1300000;1;24;5;7;1;10;2;2;;2;;4311;4311;47;4711;
20240205;02;2024;7685720;1;3;1;70;05;1;1381.9343961;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685721;1;2;1;70;05;1;661.43733093;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685729;1;1;1;70;05;1;784.3933797;05;1;;;;;;;;;1;36;2;5;1;9;2;3;;2;;.;9412;56;5611;
20240205;02;2024;7685731;1;3;1;70;05;1;801.63863155;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685732;1;1;1;70;05;1;928.01029133;05;1;;;;;;;;;1;200;0;4;1;9;2;2;;2;;.;8153;14;1410;
20240205;02;2024;7685732;1;4;1;70;05;1;928.01029133;05;1;;;;;;;;;1;1;0;8;1;4;2;2;;2;;.;5223;47;4771;
20240205;02;2024;7685732;1;5;1;70;05;1;928.01029133;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685735;1;2;1;70;05;1;732.15767631;05;;1;1;2;1;;;47;1500000;1;0;2;8;4;1;2;2;;1;400000;7411;7411;43;4321;
20240205;02;2024;7685735;1;5;1;70;05;1;732.15767631;05;1;;;;;1;;24;1300000;1;7;0;3;1;2;2;2;;2;;.;5246;56;5619;
20240205;02;2024;7685736;1;2;1;70;05;1;1016.7466184;05;;1;1;8;1;;;47;1300000;1;6;5;6;4;1;2;2;;2;;9621;8321;53;5320;
20240205;02;2024;7685741;1;3;1;70;05;1;850.18587975;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685741;1;4;1;70;05;1;850.18587975;05;1;;;;;;;;;1;720;0;3;2;10;2;2;;2;;.;2341;85;8530;
20240205;02;2024;7685742;1;3;1;70;05;1;1217.455462;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685747;1;1;1;70;05;1;1296.0651593;05;1;;;;;;;;;1;200;0;5;4;1;2;3;;2;;.;5223;47;4771;
20240205;02;2024;7685748;1;3;1;70;05;1;1381.9343961;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240205;02;2024;7685749;1;1;1;70;05;1;1249.4263366;05;1;;;;;;;;;1;100;0;5;1;10;2;3;;2;;.;1311;01;0122;
20240205;02;2024;7685749;1;2;1;70;05;1;1249.4263366;05;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
