PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;P3044S2;P6440;P6450;P6460;P6460S1;P6400;P6410;P6422;P6420S2;P6424S1;P6424S2;P6424S3;P6424S5;P6426;P6430;P6430S1;P3045S1;P3045S2;P3045S3;P3046;P3363;P9440;P6500;P3364;P3364S1;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P3047;P3048;P3049;P6765;P6765S1;P3051;P3051S1;P3052;P3052S1;P3053;P3365;P3365S1;P3054;P3054S1;P3055;P3055S1;P3056;P3057;P6760;P3058S1;P3058S2;P3058S3;P3058S4;P3058S5;P3059;P3061;P3062S1;P3062S2;P3062S3;P3062S4;P3062S5;P3062S6;P3062S7;P3062S8;P3062S9;P3063;P3063S1;P3064;P3064S1;P3065;P3066;P3067;P3067S1;P3067S2;P6775;P3068;P6750;P3073;P550;P6780;P6780S1;P1879;P1805;P6790;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P3366;P3069;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P1880;P1880S1;P7040;P7045;P7050;P7070;P7075;P7077;P7090;P7100;P7110;P7120;P7130;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P1881;P1882;P7240;OCI;INGLABO;RAMA2D_R4;RAMA4D_R4;OFICIO_C8
20240312;03;2024;7713755;1;3;1;60;;1;149.25183799;05;1;9602;1;2;1;;1;;1;;1;2;1;1;0;1;;1;1;9;1;2;2;1600000;2;;2;;;2;;2;;2;;2;;2;;;1;162000;2;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;48;;;48;;;;4;7;;1;;1;1;1;0;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;20;3;1;1600000;96;9602;5142
20240311;03;2024;7713756;1;1;1;60;;1;100.47563501;05;1;1392;1;2;1;;1;;1;;1;2;1;1;18;1;;1;1;1;1;1;2;1650000;2;;2;;;2;;2;;2;;2;;2;;;1;162000;2;2;;;2;;;2;;;2;;;1;1430000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;;8;7;;1;;1;1;1;6;1;1;1;0;48;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;10;1;1;1650000;13;1392;8151
20240311;03;2024;7713756;1;2;1;60;;1;100.47563501;05;1;1392;1;2;1;;1;;1;;1;2;1;1;120;1;;1;1;1;1;1;2;1550000;2;;2;;;2;;2;;2;;2;;1;50000;2;1;162000;2;2;;;2;;;2;;;2;;;1;1350000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;47;;;47;;;;8;7;;1;;1;2;1;12;1;1;1;0;24;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;20;1;1;1550000;13;1392;8153
20240311;03;2024;7713756;1;3;1;60;;1;100.47563501;05;1;5210;1;2;2;12;1;;1;;1;2;1;1;24;1;;1;1;1;1;1;2;1300000;2;;1;130000;2;2;;2;;2;;2;;2;;;1;162000;2;2;;;2;;;2;;;2;;;1;1160000;2;;2;;2;;2;;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;47;;;57;;;;10;7;;1;;1;1;1;3;1;1;1;0;24;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;20;1;1;1300000;52;5210;9321
20240311;03;2024;7713757;1;1;1;60;;1;100.47563501;05;1;4921;1;2;1;;1;;1;;1;2;1;1;96;1;;1;1;1;1;1;2;2350000;2;;2;;;2;;2;;2;;2;;2;;;1;162000;2;1;46000;2;2;;;2;;;2;;;1;2100000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;60;;;60;;;;6;4;;1;;1;1;1;7;1;1;1;0;12;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;10;1;1;2350000;49;4921;8331
20240311;03;2024;7713757;1;2;1;60;;1;100.47563501;05;1;2930;1;2;1;;1;;1;;1;2;1;1;36;1;;1;1;1;1;1;2;1550000;2;;2;;;2;;2;;2;;2;;1;52000;2;1;162000;2;2;;;2;;;2;;;2;;;1;1350000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;47;;;47;;;;8;7;;1;;1;1;1;5;1;1;1;0;24;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;20;1;1;1550000;29;2930;8153
20240311;03;2024;7713757;1;3;1;60;;1;100.47563501;05;1;8610;1;2;1;;1;;1;;1;2;1;1;24;1;;1;1;1;1;1;2;2450000;2;;1;200000;2;2;;2;;2;;2;;2;;;1;162000;2;2;;;2;;;2;;;2;;;1;2280000;2;;2;;2;;2;;1;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;47;;;57;;;;10;7;;1;;1;1;1;3;1;1;1;0;12;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;40;1;1;2450000;86;8610;5321
20240311;03;2024;7713758;1;1;1;60;;1;98.4695984;05;1;8621;1;2;1;;1;;1;;1;2;1;1;48;1;;1;1;1;1;1;2;4800000;1;100000;2;;;2;;2;;2;;2;;2;;;2;;;1;46500;2;2;;;2;;;1;700000;2;1;4560000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;56;;;56;;;;7;7;;1;;1;2;1;10;1;1;1;0;48;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;8;20;1;1;4800000;86;8621;2267
20240311;03;2024;7713759;1;1;1;60;;1;175.20024864;05;1;9700;1;2;1;;1;;1;;1;2;1;1;12;3;;2;2;2;2;1;2;1300000;2;;2;;;1;350000;2;;2;;2;;2;;;1;162000;2;2;;;2;;;2;;;2;;;1;1160000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;56;;;56;;;;2;2;;1;;1;2;1;20;1;1;1;24;12;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;30;1;1;1650000;97;9700;9111
20240312;03;2024;7713761;1;1;1;60;;1;265.6231325;05;1;4520;2;;;;;;;;;;;;245;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;;4500000;4500000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;4500000;1;;3;;1;2;12;48;;;48;;;;1;7;;1;;1;1;2;15;1;2;1;0;24;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;10;2;1;4500000;45;4520;7412
20240310;03;2024;7713763;1;2;1;60;05;1;909.52791284;05;1;9200;2;;;;;;;;;;;;120;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;7;;;;;;;;;;;;;1;500000;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;2;;;2;;500000;1;;3;;3;2;12;25;2;;25;;;;1;6;;2;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;10;3;1;500000;92;9200;5223
20240310;03;2024;7713764;1;1;1;60;05;1;989.09063856;05;1;8610;1;2;2;3;2;4;2;8121;1;2;1;1;38;1;;1;1;1;1;1;2;1300000;2;;2;;;2;;2;;2;;2;;2;;;1;162000;2;2;;;2;;;2;;;2;;;1;1160000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;47;;;47;;;;10;7;;1;;1;2;1;17;1;1;1;0;108;4;;8;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;1;2;60;8;1;1300000;86;8610;9112
20240310;03;2024;7713764;1;2;1;60;05;1;989.09063856;05;1;8412;1;2;2;3;1;;2;;2;2;2;2;96;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;1;;2000000;2000000;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;2000000;1;;3;;1;1;12;47;;;47;;;;10;7;;1;;1;1;2;8;1;2;1;0;12;1;;8;;2;;;;;;2;;;;1;1;1;2;2;2;2;2;2;2;2;1;1;1;1;2;2;1;2;20;8;1;2000000;84;8412;4110
20240310;03;2024;7713764;1;3;1;60;05;1;989.09063856;05;1;4771;1;2;1;;1;;1;;1;2;1;1;36;1;;1;1;1;1;1;2;1300000;2;;2;;;2;;2;;2;;2;;2;;;1;162000;2;2;;;2;;;2;;;2;;;1;1160000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;60;;;0;3;;;5;7;;1;;1;2;1;5;1;1;1;12;24;1;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;2;11;15;8;1;1300000;47;4771;9333
20240310;03;2024;7713765;1;2;1;60;05;1;722.85070281;05;1;4751;1;2;1;;1;;1;;1;2;1;1;18;1;;1;1;1;1;1;2;1300000;2;;2;;;2;;2;;2;;2;;2;;;1;162000;2;1;52000;2;2;;;2;;;2;;;1;1160000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;54;;;54;;;;5;7;;1;;1;1;1;15;1;1;1;2;8;1;;3;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;30;8;1;1300000;47;4751;5223
20240310;03;2024;7713765;1;3;1;60;05;1;722.85070281;05;1;5619;1;2;1;;1;;1;;1;2;1;1;8;1;;1;1;1;1;2;2;1300000;2;;2;;;2;;2;;2;;2;;2;;;1;162000;2;1;52000;2;2;;;2;;;2;;;1;500000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;54;;;54;;;;10;7;;1;;1;1;1;0;1;1;1;18;3;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;4;60;8;1;1300000;56;5619;9331
20240310;03;2024;7713766;1;1;1;60;05;1;754.3337762;05;1;4631;1;2;2;12;1;;1;;1;2;1;1;156;1;;1;1;1;1;1;2;1300000;2;;2;;;2;;2;;2;;2;;2;;;1;162000;2;1;120000;2;2;;;2;;;2;;;1;1160000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;47;;;47;;;;10;7;;1;;1;1;1;20;1;1;1;1;144;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;2;30;8;1;1300000;46;4631;4321
20240310;03;2024;7713766;1;2;1;60;05;1;754.3337762;05;1;1410;1;1;;;1;;1;;2;2;2;2;60;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;1;1;4;6;;;;800000;800000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;800000;1;;1;;3;2;12;40;;;40;;;;1;1;;3;;2;;;;2;2;1;36;96;1;;2;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;2;2;1;1;14;;3;1;800000;14;1410;8153
20240310;03;2024;7713766;1;3;1;60;05;1;754.3337762;05;1;6499;1;2;2;6;1;;1;;1;2;1;1;6;1;;1;1;1;1;2;2;1300000;2;;2;;;2;;2;;2;;2;;2;;;1;162000;2;2;;;2;;;2;;;2;;;1;400000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;48;;;48;;;;9;7;;1;;1;1;1;0;1;1;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;4;60;3;1;1300000;64;6499;4311
20240310;03;2024;7713767;1;1;1;60;05;1;619.79222043;05;1;1410;1;1;;;1;;1;;2;2;2;2;36;1;;2;1;9;9;1;2;1300000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;60;;;60;;;;4;7;;2;;2;;;;2;2;2;;;;;;;2;;;;;;1;12;2;1;1;1;1;2;2;2;2;1;2;1;2;1;1;1;2;2;1;1;3;15;8;1;1300000;14;1410;8153
20240310;03;2024;7713767;1;2;1;60;05;1;619.79222043;05;1;1410;1;1;;;1;;1;;2;2;2;2;48;1;;2;1;9;9;1;2;1300000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;60;;;60;;;;4;7;;4;;2;;;;2;2;1;0;5;1;;2;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;15;8;1;1300000;14;1410;8153
20240310;03;2024;7713767;1;3;1;60;05;1;619.79222043;05;1;1410;1;1;;;1;;1;;2;2;2;2;36;1;;2;1;9;9;1;2;1300000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;60;;;60;;;;4;7;;4;;2;;;;2;2;1;12;60;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;3;15;8;1;1300000;14;1410;8153
20240310;03;2024;7713769;1;1;1;60;05;1;1209.4905336;05;1;5619;1;2;2;12;1;;1;;1;2;1;1;48;1;;1;1;1;1;1;2;2700000;2;;2;;;1;400000;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;1500000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;60;;;60;;;;10;7;;1;;1;1;1;20;1;1;1;4;12;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;4;40;2;1;3100000;56;5619;4311
20240310;03;2024;7713770;1;3;1;60;05;1;1006.3655769;05;1;1392;2;;;;;;;;;;;;12;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;1;1;1;6;;;;120000;120000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;120000;1;;1;;3;2;12;8;2;;8;;;;1;1;;1;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;1;14;;3;1;120000;13;1392;7332
20240310;03;2024;7713771;1;1;1;60;05;1;997.6263155;05;1;9609;1;1;;;1;;1;;2;2;2;2;12;1;;1;1;1;9;2;2;2000000;2;;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;2;;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;48;;;48;;;;4;1;;4;;2;;;;2;2;2;;;;;;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;2;1;2000000;96;9609;5169
20240310;03;2024;7713772;1;1;1;60;05;1;5537.0454614;05;1;5820;1;2;1;;1;;1;;1;2;1;1;38;1;;1;1;1;1;6;2;7000000;1;350000;2;;;2;;2;;2;;2;;2;;;2;;;2;;;2;;;2;;;2;;;1;7000000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;40;;;40;;;;9;1;;1;;1;1;1;7;1;1;1;0;30;1;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;14;;5;1;7000000;58;5820;2511
20240310;03;2024;7713773;1;1;1;60;05;1;983.21743982;05;1;6820;1;2;2;12;2;2;1;8010;1;2;1;1;6;1;;1;1;1;1;1;2;1300000;2;;2;;;2;;2;;2;;2;;2;;;1;162000;2;1;40000;2;2;;;2;;;2;;;1;400000;2;;2;;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;47;;;47;;;;10;7;;1;;1;1;1;11;1;1;1;2;12;1;;9;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;1;1;11;50;2;1;1300000;68;6820;5414
20240310;03;2024;7713774;1;1;1;60;05;1;5690.1883172;05;1;8412;1;2;2;10;1;;2;;2;2;2;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;1;3;3;3;1;;2300000;2300000;;;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;;2300000;1;;3;;1;1;10;40;;;40;;;;10;7;;1;;1;2;2;17;1;1;1;2;10;4;;1;;2;;;;;;2;;;;2;;;;;;;;;;;;1;2;1;2;1;1;2;15;8;1;2300000;84;8412;3359
20240310;03;2024;7713776;1;1;1;60;05;1;1064.6739086;05;1;5224;2;;;;;;;;;;;;36;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;3;3;3;3;6;;;;100000;100000;1;2;;2;;2;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;;;;;100000;1;;3;;9;2;12;60;;;60;;;;1;2;;11;;2;;;;2;2;1;2;120;4;;2;;2;;;;;;2;;;;2;;;;;;;;;;;;1;1;1;2;2;2;11;60;3;1;100000;52;5224;9313
