PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;FFT;PET;P6240;P6240S1;P6240S2;P6250;P6260;P6260S1;P6260S1A1;P6260S2;P6270;P6280;P6290;P3362S1;P3362S2;P3362S3;P3362S4;P3362S5;P3362S6;P3362S7;P3362S8;P3362S7A1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351
20241040;10;2024;7985775;1;4;1;50;88;1;49.989232674;88;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985776;1;1;1;50;88;1;70.096506885;88;1;;1;6;INCAPACITADA POR ENFERMEDAD;;2;1;1;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985776;1;2;1;50;88;1;70.096506885;88;1;;1;6;ESTA DE VIAJE;;2;1;3;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985777;1;1;1;50;88;1;79.689121331;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985777;1;2;1;50;88;1;79.689121331;88;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985778;1;1;1;50;88;1;47.744443563;88;;1;1;6;PENSIONADO;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985778;1;2;1;50;88;1;47.744443563;88;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985778;1;3;1;50;88;1;47.744443563;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985779;1;1;1;50;88;1;44.80802517;88;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985779;1;2;1;50;88;1;44.80802517;88;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985779;1;3;1;50;88;1;44.80802517;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985780;1;1;1;50;88;1;67.461690016;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985780;1;2;1;50;88;1;67.461690016;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985781;1;1;1;50;88;1;42.508806889;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985781;1;2;1;50;88;1;42.508806889;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985781;1;3;1;50;88;1;42.508806889;88;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985783;1;1;1;50;88;1;52.83866279;88;1;;1;2;;;2;2;;;;2;1;;1;1;1;;;;;;;;;;;;;;1
20241040;10;2024;7985783;1;2;1;50;88;1;52.83866279;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985783;1;3;1;50;88;1;52.83866279;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985783;1;4;1;50;88;1;52.83866279;88;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985784;1;1;1;50;88;1;66.717032084;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985785;1;1;1;50;88;1;55.936790461;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985786;1;1;1;50;88;1;79.689121331;88;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985786;1;2;1;50;88;1;79.689121331;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985787;1;1;1;50;88;1;41.400749379;88;1;;1;2;;;2;2;;;;2;1;;1;1;;;;;;;;;;;;;;;1
20241040;10;2024;7985787;1;2;1;50;88;1;41.400749379;88;1;;1;2;;;2;2;;;;2;1;;1;1;;;;;;;;;;;;;;;1
20241040;10;2024;7985788;1;1;1;50;88;1;50.402846894;88;1;;1;2;;;2;2;;;;2;1;;1;1;;;;;;;;;;;;;;;1
20241040;10;2024;7985788;1;2;1;50;88;1;50.402846894;88;1;;1;2;;;2;2;;;;2;1;;1;1;;;;;;;;;;;;;;;1
20241040;10;2024;7985789;1;1;1;50;88;1;39.844560666;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985789;1;2;1;50;88;1;39.844560666;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985790;1;1;1;50;88;1;99.926066606;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985791;1;1;1;50;88;1;48.254133719;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985791;1;2;1;50;88;1;48.254133719;88;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985791;1;3;1;50;88;1;48.254133719;88;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985791;1;4;1;50;88;1;48.254133719;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985792;1;1;1;50;88;1;67.461690016;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985792;1;2;1;50;88;1;67.461690016;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985793;1;1;1;50;88;1;46.74380322;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985795;1;1;1;50;88;1;35.866805813;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985795;1;2;1;50;88;1;35.866805813;88;1;;1;2;;;2;2;;;;2;1;;1;1;;;1;;;;;;;;;;;;1
20241040;10;2024;7985795;1;3;1;50;88;1;35.866805813;88;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985797;1;1;1;50;88;1;39.844560666;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985797;1;2;1;50;88;1;39.844560666;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985798;1;1;1;50;88;1;101.32649248;88;;1;1;6;PENSIONADA;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985799;1;1;1;50;88;1;102.45744171;88;1;;1;2;;;2;2;;;;2;1;;1;1;;;;;;;;;;;;;;;1
20241040;10;2024;7985799;1;2;1;50;88;1;102.45744171;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985800;1;1;1;50;88;1;78.809494149;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985801;1;1;1;50;88;1;101.32649248;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985802;1;1;1;50;88;1;156.75719946;88;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985802;1;2;1;50;88;1;156.75719946;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985803;1;1;1;50;88;1;102.45744171;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985803;1;2;1;50;88;1;102.45744171;88;1;;1;4;;;2;2;;;;1;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985805;1;1;1;50;88;1;129.60732058;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985805;1;2;1;50;88;1;129.60732058;88;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;1;13;NO CUENTA CON DOCUMENTO RESIDENCIA;;;;;
20241040;10;2024;7985806;1;1;1;50;88;1;129.60732058;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985806;1;2;1;50;88;1;129.60732058;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985807;1;1;1;50;88;1;36.746432995;88;;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985807;1;2;1;50;88;1;36.746432995;88;;1;1;6;PENSIONADA;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985807;1;3;1;50;88;1;36.746432995;88;1;;1;2;;;2;2;;;;2;1;;1;1;;1;;;;;;;;;;;;;1
20241040;10;2024;7985807;1;4;1;50;88;1;36.746432995;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985807;1;5;1;50;88;1;36.746432995;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985808;1;1;1;50;88;1;36.306619404;88;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985808;1;2;1;50;88;1;36.306619404;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985808;1;3;1;50;88;1;36.306619404;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985808;1;4;1;50;88;1;36.306619404;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985809;1;1;1;50;88;1;41.400749379;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985809;1;2;1;50;88;1;41.400749379;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985815;1;1;1;50;88;1;51.937559133;88;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985816;1;1;1;50;91;1;89.402275983;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985816;1;2;1;50;91;1;89.402275983;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985816;1;4;1;50;91;1;89.402275983;91;;1;1;6;ADULTO MAYOR;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985817;1;1;1;50;91;1;80.835649931;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985817;1;2;1;50;91;1;80.835649931;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985817;1;3;1;50;91;1;80.835649931;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985818;1;1;1;50;91;1;71.701384032;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985818;1;2;1;50;91;1;71.701384032;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985819;1;1;1;50;91;1;57.321464344;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985819;1;2;1;50;91;1;57.321464344;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985820;1;1;1;50;91;1;101.26585371;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985820;1;2;1;50;91;1;101.26585371;91;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985820;1;3;1;50;91;1;101.26585371;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985821;1;1;1;50;91;1;49.168555995;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985822;1;1;1;50;91;1;70.349069877;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985822;1;2;1;50;91;1;70.349069877;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985823;1;1;1;50;91;1;87.690564335;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985823;1;2;1;50;91;1;87.690564335;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985823;1;3;1;50;91;1;87.690564335;91;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985823;1;4;1;50;91;1;87.690564335;91;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985824;1;1;1;50;91;1;104.82381644;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985824;1;2;1;50;91;1;104.82381644;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985824;1;3;1;50;91;1;104.82381644;91;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985824;1;4;1;50;91;1;104.82381644;91;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985825;1;1;1;50;91;1;138.87014567;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985825;1;2;1;50;91;1;138.87014567;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985825;1;3;1;50;91;1;138.87014567;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985825;1;4;1;50;91;1;138.87014567;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985826;1;1;1;50;91;1;194.54389447;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985826;1;2;1;50;91;1;194.54389447;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985826;1;3;1;50;91;1;194.54389447;91;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985827;1;1;1;50;91;1;137.30279308;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985827;1;2;1;50;91;1;137.30279308;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985828;1;1;1;50;91;1;137.88264484;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985828;1;2;1;50;91;1;137.88264484;91;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985828;1;5;1;50;91;1;137.88264484;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985830;1;1;1;50;91;1;87.690564335;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985830;1;2;1;50;91;1;87.690564335;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985830;1;3;1;50;91;1;87.690564335;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985830;1;4;1;50;91;1;87.690564335;91;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985831;1;1;1;50;91;1;70.349069877;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985831;1;2;1;50;91;1;70.349069877;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985832;1;1;1;50;91;1;137.92262714;91;1;;1;2;;;2;2;;;;2;1;;;1;1;;;;;;;;;;;;;;1
20241040;10;2024;7985833;1;1;1;50;91;1;79.173111503;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985833;1;2;1;50;91;1;79.173111503;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985834;1;1;1;50;91;1;70.349069877;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985834;1;2;1;50;91;1;70.349069877;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985835;1;1;1;50;91;1;91.085390984;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985835;1;2;1;50;91;1;91.085390984;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985836;1;1;1;50;91;1;70.760262008;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985837;1;1;1;50;91;1;99.909432611;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985837;1;2;1;50;91;1;99.909432611;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985838;1;1;1;50;91;1;81.407685831;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985838;1;2;1;50;91;1;81.407685831;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985839;1;1;1;50;91;1;168.56087712;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985839;1;2;1;50;91;1;168.56087712;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985840;1;1;1;50;91;1;207.84532018;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985840;1;2;1;50;91;1;207.84532018;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985840;1;6;1;50;91;1;207.84532018;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985841;1;1;1;50;91;1;77.953291546;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985842;1;1;1;50;91;1;58.172052966;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985842;1;2;1;50;91;1;58.172052966;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985842;2;1;2;50;91;1;58.172052966;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985842;2;2;2;50;91;1;58.172052966;91;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985842;2;3;2;50;91;1;58.172052966;91;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985842;3;1;3;50;91;1;58.172052966;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985842;3;2;3;50;91;1;58.172052966;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985843;1;1;1;50;91;1;74.217725987;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985843;1;2;1;50;91;1;74.217725987;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985844;1;1;1;50;91;1;293.17783907;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985844;1;2;1;50;91;1;293.17783907;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985844;1;3;1;50;91;1;293.17783907;91;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985844;1;5;1;50;91;1;293.17783907;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985844;1;8;1;50;91;1;293.17783907;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985845;1;1;1;50;91;1;212.5005528;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985845;1;2;1;50;91;1;212.5005528;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985845;1;3;1;50;91;1;212.5005528;91;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985848;1;1;1;50;91;1;81.072640391;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985848;1;2;1;50;91;1;81.072640391;91;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985848;1;3;1;50;91;1;81.072640391;91;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985849;1;1;1;50;91;1;51.713485792;91;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985850;1;1;1;50;94;1;38.0299842;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985850;1;2;1;50;94;1;38.0299842;94;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985851;1;1;1;50;94;1;34.159649212;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985851;1;2;1;50;94;1;34.159649212;94;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985852;1;1;1;50;94;1;42.296152268;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985852;1;2;1;50;94;1;42.296152268;94;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985853;1;1;1;50;94;1;34.966770727;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985853;1;2;1;50;94;1;34.966770727;94;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985853;1;3;1;50;94;1;34.966770727;94;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985853;1;4;1;50;94;1;34.966770727;94;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985854;1;1;1;50;94;1;42.296152268;94;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985854;1;2;1;50;94;1;42.296152268;94;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985855;1;1;1;50;94;1;40.163068234;94;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985855;1;2;1;50;94;1;40.163068234;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985856;1;1;1;50;94;1;42.296152268;94;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985856;1;2;1;50;94;1;42.296152268;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985857;1;1;1;50;94;1;36.461598879;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985857;1;2;1;50;94;1;36.461598879;94;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985857;1;3;1;50;94;1;36.461598879;94;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985858;1;1;1;50;94;1;69.122775991;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985859;1;1;1;50;94;1;66.446209346;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985859;1;2;1;50;94;1;66.446209346;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985859;1;3;1;50;94;1;66.446209346;94;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985859;1;4;1;50;94;1;66.446209346;94;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985859;1;5;1;50;94;1;66.446209346;94;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985860;1;1;1;50;94;1;69.788651242;94;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985860;1;2;1;50;94;1;69.788651242;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985861;1;1;1;50;94;1;69.788651242;94;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985861;1;2;1;50;94;1;69.788651242;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985862;1;1;1;50;94;1;66.547690882;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985862;1;2;1;50;94;1;66.547690882;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985862;1;3;1;50;94;1;66.547690882;94;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985863;1;1;1;50;94;1;66.269062586;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985863;1;2;1;50;94;1;66.269062586;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985864;1;1;1;50;94;1;61.316241892;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985864;1;2;1;50;94;1;61.316241892;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985865;1;1;1;50;94;1;66.439072223;94;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985865;1;2;1;50;94;1;66.439072223;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985865;1;3;1;50;94;1;66.439072223;94;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985865;1;5;1;50;94;1;66.439072223;94;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985866;1;1;1;50;94;1;60.827513402;94;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985866;1;2;1;50;94;1;60.827513402;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985866;1;3;1;50;94;1;60.827513402;94;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985866;1;4;1;50;94;1;60.827513402;94;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241040;10;2024;7985867;1;1;1;50;94;1;69.510022946;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241040;10;2024;7985869;1;1;1;50;94;1;78.198775814;94;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
