PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FT;FFT;PET;P6240;P6240S1;P6240S2;P6250;P6260;P6260S1;P6260S1A1;P6260S2;P6270;P6280;P6290;P3362S1;P3362S2;P3362S3;P3362S4;P3362S5;P3362S6;P3362S7;P3362S8;P3362S7A1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351
20241042;10;2024;7993100;1;2;1;50;50;1;251.85787498;50;;1;1;6;VIAJANDO;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993101;1;1;1;50;50;1;283.85835322;50;;1;1;6;DILIGENCIAS MEDICAS;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993101;1;2;1;50;50;1;283.85835322;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993101;1;3;1;50;50;1;283.85835322;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993103;1;1;1;50;50;1;239.05181446;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993103;1;2;1;50;50;1;239.05181446;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993103;1;3;1;50;50;1;239.05181446;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993104;1;1;1;50;50;1;263.65785212;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;1;11;;;;;;
20241042;10;2024;7993104;1;2;1;50;50;1;263.65785212;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993105;1;1;1;50;50;1;279.84208331;50;;1;1;6;DESCANSANDO;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993105;1;2;1;50;50;1;279.84208331;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993106;1;1;1;50;50;1;241.31613525;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993106;1;2;1;50;50;1;241.31613525;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993107;1;1;1;50;50;1;339.83075868;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993107;1;2;1;50;50;1;339.83075868;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993108;1;1;1;50;50;1;251.85787498;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993108;1;2;1;50;50;1;251.85787498;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993109;1;1;1;50;50;1;248.64894277;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993110;1;1;1;50;50;1;209.27837262;50;1;;1;4;;;2;2;;;;2;1;;1;;;;;;;;;;;;;;;;1
20241042;10;2024;7993111;1;1;1;50;50;1;251.85787498;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993111;1;2;1;50;50;1;251.85787498;50;1;;1;2;;;2;2;;;;2;1;;1;;;;;;;;;;;;;;;;1
20241042;10;2024;7993112;1;1;1;50;50;1;251.85787498;50;;1;1;6;DESCANSANDO;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993112;1;2;1;50;50;1;251.85787498;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993113;1;1;1;50;50;1;160.92636131;50;1;;1;4;;;2;2;;;;2;1;;;1;;;1;;;;;;;;;;;;1
20241042;10;2024;7993114;1;1;1;50;50;1;225.99244468;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993114;1;2;1;50;50;1;225.99244468;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993115;1;1;1;50;50;1;208.89004974;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993116;1;1;1;50;50;1;299.10407526;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993117;1;1;1;50;50;1;225.99244468;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993117;1;2;1;50;50;1;225.99244468;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993118;1;1;1;50;50;1;157.24838443;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993118;1;5;1;50;50;1;157.24838443;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993119;1;1;1;50;50;1;271.94391889;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993119;1;2;1;50;50;1;271.94391889;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993120;1;1;1;50;50;1;175.38788978;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993121;1;1;1;50;50;1;244.98827823;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993122;1;1;1;50;50;1;351.54380283;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993122;1;2;1;50;50;1;351.54380283;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993123;1;1;1;50;50;1;204.61920474;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993124;1;1;1;50;50;1;195.83442163;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993125;1;1;1;50;50;1;332.3378614;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993126;1;1;1;50;50;1;299.10407526;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993127;1;1;1;50;50;1;189.36088163;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993127;1;2;1;50;50;1;189.36088163;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993128;1;1;1;50;50;1;332.3378614;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993129;1;1;1;50;50;1;161.16536087;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993129;1;2;1;50;50;1;161.16536087;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993130;1;1;1;50;50;1;128.31317754;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993131;1;1;1;50;50;1;131.76744314;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993131;1;2;1;50;50;1;131.76744314;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993132;1;1;1;50;50;1;135.92534485;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993132;1;2;1;50;50;1;135.92534485;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993132;1;3;1;50;50;1;135.92534485;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993133;1;1;1;50;50;1;217.89583152;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993133;1;2;1;50;50;1;217.89583152;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993133;1;3;1;50;50;1;217.89583152;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993134;1;1;1;50;50;1;201.09746744;50;;1;1;6;HACER MANUALIDADES;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993134;1;2;1;50;50;1;201.09746744;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993134;1;3;1;50;50;1;201.09746744;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993135;1;1;1;50;50;1;342.78130399;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993135;1;2;1;50;50;1;342.78130399;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993135;1;3;1;50;50;1;342.78130399;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993135;1;4;1;50;50;1;342.78130399;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993136;1;1;1;50;50;1;214.07964838;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993137;1;1;1;50;50;1;265.61312718;50;1;;1;2;;;2;2;;;;2;1;;1;;;;;;;;;;;;;;;;1
20241042;10;2024;7993137;1;2;1;50;50;1;265.61312718;50;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993137;1;3;1;50;50;1;265.61312718;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993138;1;1;1;50;50;1;281.63142715;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993138;1;2;1;50;50;1;281.63142715;50;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993139;1;1;1;50;50;1;200.78636115;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993140;1;1;1;50;50;1;254.83483807;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993140;1;2;1;50;50;1;254.83483807;50;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993141;1;1;1;50;50;1;132.14077414;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993141;1;2;1;50;50;1;132.14077414;50;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993142;1;1;1;50;;1;198.05748264;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993142;1;2;1;50;;1;198.05748264;52;1;;1;2;;;2;2;;;;2;1;;1;1;;;;;;;;;;;;;;;1
20241042;10;2024;7993142;1;3;1;50;;1;198.05748264;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993143;1;1;1;50;;1;342.27037953;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993143;1;3;1;50;;1;342.27037953;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993144;1;1;1;50;;1;86.054863253;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993144;1;2;1;50;;1;86.054863253;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993144;1;3;1;50;;1;86.054863253;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993144;1;4;1;50;;1;86.054863253;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;1;10;;;;;;
20241042;10;2024;7993144;1;7;1;50;;1;86.054863253;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993145;1;1;1;50;;1;222.44305009;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993145;1;2;1;50;;1;222.44305009;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993145;1;3;1;50;;1;222.44305009;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993145;1;4;1;50;;1;222.44305009;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993146;1;1;1;50;;1;207.12634008;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993147;1;1;1;50;;1;283.84597032;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993147;1;2;1;50;;1;283.84597032;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993148;1;1;1;50;;1;255.89624505;52;;1;1;6;DESCANSANDO;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993149;1;1;1;50;;1;106.49289328;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993149;1;2;1;50;;1;106.49289328;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993150;1;1;1;50;;1;242.31711488;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993151;1;1;1;50;;1;201.53917394;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993151;1;2;1;50;;1;201.53917394;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993151;1;3;1;50;;1;201.53917394;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993152;1;1;1;50;;1;106.49289328;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993152;1;2;1;50;;1;106.49289328;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993152;1;3;1;50;;1;106.49289328;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993152;1;4;1;50;;1;106.49289328;52;1;;1;4;;;2;2;;;;2;1;;1;1;;;1;;;;;;;;;;;;1
20241042;10;2024;7993152;1;8;1;50;;1;106.49289328;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993154;1;1;1;50;;1;272.96629538;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993154;1;2;1;50;;1;272.96629538;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993155;1;1;1;50;;1;295.42137927;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993155;1;2;1;50;;1;295.42137927;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993155;1;3;1;50;;1;295.42137927;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;1;12;;;;;;
20241042;10;2024;7993156;1;1;1;50;;1;217.02478592;52;1;;1;4;;;2;2;;;;2;1;;1;1;;;1;;;;;;;;;;;;1
20241042;10;2024;7993156;1;2;1;50;;1;217.02478592;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993157;1;1;1;50;;1;86.054863253;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993157;1;2;1;50;;1;86.054863253;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993157;1;3;1;50;;1;86.054863253;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993157;1;4;1;50;;1;86.054863253;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993157;1;6;1;50;;1;86.054863253;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993157;1;7;1;50;;1;86.054863253;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993158;1;1;1;50;52;1;270.13749503;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993158;1;2;1;50;52;1;270.13749503;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993158;1;3;1;50;52;1;270.13749503;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993159;1;1;1;50;52;1;142.28073802;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993160;1;1;1;50;52;1;128.42099943;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993160;1;2;1;50;52;1;128.42099943;52;1;;1;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993161;1;1;1;50;52;1;141.49894952;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993161;1;2;1;50;52;1;141.49894952;52;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993161;1;3;1;50;52;1;141.49894952;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993162;1;1;1;50;52;1;141.49894952;52;1;;1;2;;;2;2;;;;2;1;;1;1;1;;1;;;;;;;;;;;;1
20241042;10;2024;7993162;1;2;1;50;52;1;141.49894952;52;1;;1;2;;;2;2;;;;2;1;;1;1;1;;;;;;;;;;;;;;1
20241042;10;2024;7993162;1;3;1;50;52;1;141.49894952;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993163;1;1;1;50;52;1;259.53737094;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993163;1;2;1;50;52;1;259.53737094;52;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993163;1;3;1;50;52;1;259.53737094;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;1;12;;;;;;
20241042;10;2024;7993164;1;1;1;50;52;1;168.0864564;52;;1;1;6;REMODELANDO VIVIENDA;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993164;1;2;1;50;52;1;168.0864564;52;1;;1;6;VIAJAR;;2;1;3;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993164;1;3;1;50;52;1;168.0864564;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993165;1;1;1;50;52;1;174.89574792;52;1;;1;4;;;2;2;;;;2;1;;1;;;1;;;;;;;;;;;;;1
20241042;10;2024;7993165;1;2;1;50;52;1;174.89574792;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993165;1;3;1;50;52;1;174.89574792;52;1;;1;4;;;2;2;;;;2;1;;1;1;;1;;;;;;;;;;;;;1
20241042;10;2024;7993166;1;1;1;50;52;1;138.66855062;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993166;1;2;1;50;52;1;138.66855062;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993167;1;1;1;50;52;1;233.1391011;52;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993167;1;2;1;50;52;1;233.1391011;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993168;1;1;1;50;52;1;140.11899143;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993168;1;2;1;50;52;1;140.11899143;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993168;1;3;1;50;52;1;140.11899143;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993169;1;1;1;50;52;1;110.33373687;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993169;1;2;1;50;52;1;110.33373687;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993169;1;3;1;50;52;1;110.33373687;52;;1;1;6;PREPARANDOSE PARA LA UNIVERCIDAD;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993169;1;4;1;50;52;1;110.33373687;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993170;1;1;1;50;52;1;179.60345566;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993170;1;2;1;50;52;1;179.60345566;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993171;1;1;1;50;52;1;130.05556023;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993172;1;1;1;50;52;1;93.163121756;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993172;1;2;1;50;52;1;93.163121756;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993172;1;3;1;50;52;1;93.163121756;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993172;1;4;1;50;52;1;93.163121756;52;;1;1;6;CAMINAR Y DESCANSAR;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993173;1;1;1;50;52;1;126.79636898;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993174;1;1;1;50;52;1;118.23509902;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993174;1;2;1;50;52;1;118.23509902;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993174;1;3;1;50;52;1;118.23509902;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993175;1;1;1;50;52;1;237.67280245;52;1;;1;2;;;2;2;;;;2;1;;1;;;;;;;;;;;;;;;;1
20241042;10;2024;7993175;1;2;1;50;52;1;237.67280245;52;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993175;1;3;1;50;52;1;237.67280245;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993175;1;4;1;50;52;1;237.67280245;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993175;1;5;1;50;52;1;237.67280245;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993176;1;1;1;50;52;1;111.26071202;52;;1;1;6;VIAJAR;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993176;1;2;1;50;52;1;111.26071202;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993177;1;1;1;50;52;1;233.59169114;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993178;1;1;1;50;52;1;146.31250526;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993179;1;1;1;50;52;1;142.28073802;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;1;8;;2;;2;;
20241042;10;2024;7993180;1;1;1;50;52;1;183.58017483;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993180;1;2;1;50;52;1;183.58017483;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993181;1;1;1;50;52;1;180.36741569;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993181;1;2;1;50;52;1;180.36741569;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993181;1;3;1;50;52;1;180.36741569;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993182;1;1;1;50;52;1;156.00211945;52;1;;1;4;;;2;2;;;;2;1;;1;;;;;;;;;;;;;;;;1
20241042;10;2024;7993182;1;2;1;50;52;1;156.00211945;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993183;1;1;1;50;52;1;135.98531469;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993183;1;2;1;50;52;1;135.98531469;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993184;1;1;1;50;52;1;142.6459151;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993185;1;1;1;50;52;1;154.47157896;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993185;1;2;1;50;52;1;154.47157896;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;1;13;ESTA ESPERANDO SU TARJETA PROFESIONAL;;;;;
20241042;10;2024;7993187;1;1;1;50;52;1;146.31250526;52;1;;1;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993188;1;1;1;50;52;1;165.96413294;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993189;1;1;1;50;52;1;160.51409517;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993189;1;2;1;50;52;1;160.51409517;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993190;1;1;1;50;52;1;165.96413294;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993191;1;1;1;50;52;1;113.32109558;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993191;1;2;1;50;52;1;113.32109558;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993192;1;1;1;50;52;1;138.94621583;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993192;1;2;1;50;52;1;138.94621583;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993193;1;1;1;50;52;1;132.81364655;52;;1;1;6;SE ENCUENTRA HOSPITALIZADA;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
20241042;10;2024;7993193;1;2;1;50;52;1;132.81364655;52;;1;1;4;;;2;2;;;;2;2;;;;;;;;;;;1;10;;;;;;
20241042;10;2024;7993194;1;1;1;50;52;1;116.71029417;52;1;;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;
20241042;10;2024;7993195;1;1;1;50;52;1;123.19615991;52;;1;1;3;;;2;2;;;;2;2;;;;;;;;;;;2;;;;;;;
