PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;P4000;P4010;P4020;P4030S1;P4030S1A1;P4030S2;P4030S3;P4030S4;P4030S4A1;P4030S5;P70;P5000;P5010;P5020;P5030;P5040;P5050;P5070;P5080;P5090;P5090S1;P5100;P5110;P5130;P5140;P5222S1;P5222S2;P5222S3;P5222S4;P5222S5;P5222S6;P5222S7;P5222S8;P5222S9;P5222S10;P5222S8A1;P6008
20240835;08;2024;7893978;1;1;01;;2;413.42635732;66;1;1;4;1;1;2;2;2;;1;1;3;3;2;1;4;1;1;5;4;;;;200000;;;1;;;;;;;;;;3
20240835;08;2024;7893979;1;1;01;;2;488.07298934;66;1;2;3;1;1;2;2;2;;2;1;2;2;3;1;4;2;5;5;4;;;;50000;;;;;;;;;;1;;;5
20240835;08;2024;7893980;1;1;01;;2;255.33734063;66;1;7;3;1;1;2;2;2;;2;1;1;1;3;1;4;2;2;5;4;;;;60000;;;;;;;;;;1;;;2
20240835;08;2024;7893981;1;1;01;;2;432.3909513;66;1;4;1;1;1;2;2;2;;2;1;2;2;3;1;5;2;1;5;4;;;;90000;;;;;;;;;;1;;;7
20240835;08;2024;7893982;1;1;01;;2;338.18743583;66;1;7;1;1;1;2;2;2;;2;1;3;2;3;1;4;2;1;5;4;;;;200000;;;;;;;;;;1;;;2
20240835;08;2024;7893983;1;1;01;;2;488.07298934;66;1;5;2;1;1;2;2;2;;2;1;1;1;3;1;4;2;1;5;4;;;;60000;;;1;;;;;;;;;;5
20240835;08;2024;7893984;1;1;01;;2;618.29098514;66;1;7;3;1;1;2;2;2;;2;1;1;1;3;1;4;2;1;5;4;;;;100000;;;1;;;;;;;;;;15
20240835;08;2024;7893985;1;1;01;;1;430.02829262;66;1;1;3;1;2;2;1;1;2;1;1;3;1;1;1;1;1;1;4;1;;;98;300000;;;;;;;;;;1;;;1
20240835;08;2024;7893986;1;1;01;;2;1013.9767546;66;1;4;2;1;1;2;2;2;;1;1;2;2;2;1;4;1;1;5;1;;;15000000;50000;;;;;;;;;;1;;;5
20240835;08;2024;7893987;1;1;01;;1;426.83235049;66;1;1;4;1;2;2;1;1;2;1;1;2;1;1;1;1;1;6;;4;;;;200000;;;;;;;;;;1;;;2
20240835;08;2024;7893988;1;1;01;;1;808.21773551;66;2;1;4;1;2;1;1;1;2;1;1;3;2;1;1;1;1;1;3;3;;;;;450000;;;;;;;;;1;;;5
20240835;08;2024;7893991;1;1;01;;1;570.14521351;66;1;1;4;1;2;1;1;1;2;1;1;4;3;1;1;1;1;1;3;1;;;98;400000;;;1;;;;;;;;;;6
20240835;08;2024;7893993;1;1;01;;1;264.40884519;66;1;4;1;1;1;2;2;2;;2;1;2;2;3;1;5;2;2;4;3;;;;;100000;;;;;;;;;1;;;2
20240835;08;2024;7893994;1;1;01;;1;143.29161026;66;1;1;2;1;1;1;1;1;2;1;1;3;1;1;1;1;1;1;3;1;;;98;550000;;;1;;;;;;;;;;1
20240835;08;2024;7893995;1;1;01;;1;383.88990491;66;1;1;2;1;1;1;1;1;2;1;1;3;2;1;1;1;1;1;3;1;;;98;550000;;;1;;;;;;;;;;4
20240835;08;2024;7893996;1;1;01;;1;196.6117666;66;1;1;4;1;2;1;1;1;2;1;1;3;1;1;1;1;1;1;3;1;;;99;400000;;;1;;;;;;;;;;2
20240835;08;2024;7893997;1;1;01;;1;383.4396374;66;1;1;2;1;1;1;2;1;2;2;1;2;2;3;1;1;2;1;3;4;;;;400000;;;1;;;;;;;;;;5
20240835;08;2024;7893998;1;1;01;;1;264.40884519;66;1;1;4;1;2;1;1;1;2;1;1;2;2;1;1;1;1;1;3;1;;;98;300000;;;1;;;;;;;;;;2
20240835;08;2024;7893999;1;1;01;;1;143.29161026;66;1;4;2;1;1;1;2;2;;2;1;2;1;3;1;5;2;1;3;1;;;98;200000;;;1;;;;;;;;;;1
20240835;08;2024;7894000;1;1;01;;2;384.75939646;66;1;3;2;1;1;2;2;2;;2;1;1;1;3;1;4;2;1;5;4;;;;150000;;;1;;;;;;;;;;1
20240835;08;2024;7894001;1;1;01;;2;337.02732105;66;1;1;2;1;1;2;2;2;;1;1;3;2;2;1;4;1;1;4;1;;;98;150000;;;1;;;;;;;;;;3
20240835;08;2024;7894002;1;1;01;;2;516.33692257;66;1;1;2;1;1;2;2;2;;1;1;3;2;3;1;4;1;1;5;1;;;20000000;200000;;;;;;;;;;1;;;4
20240835;08;2024;7894003;1;1;01;;2;426.15462599;66;1;1;2;1;1;2;2;2;;1;1;3;2;2;1;4;1;1;5;1;;;98;250000;;;1;;;;;;;;;;2
20240835;08;2024;7894004;1;1;01;;2;380.30076974;66;1;1;2;1;1;2;2;2;;1;1;3;1;2;1;4;1;1;5;1;;;98;100000;;;;;;;;;;1;;;2
20240835;08;2024;7894005;1;1;01;;2;739.90704058;66;1;1;2;1;2;2;2;2;;1;1;4;2;2;1;5;1;1;5;1;;;98;150000;;;1;;;;;;;;;;3
20240835;08;2024;7894006;1;1;01;;2;590.97811374;66;1;1;2;1;1;2;2;2;;1;1;3;2;2;1;4;1;3;4;1;;;98;250000;;;1;;;;;;;;;;3
20240835;08;2024;7894007;1;1;01;;2;380.30076974;66;1;7;3;1;1;2;2;2;;1;1;2;1;2;1;4;1;1;5;4;;;;100000;;;1;;;;;;;;;;2
20240835;08;2024;7894008;1;1;01;;2;469.42807468;66;1;4;3;1;1;2;2;2;;1;1;3;1;2;1;4;1;1;4;1;;;98;98;;;1;;;;;;;;;;1
20240835;08;2024;7894009;1;1;01;;2;380.30076974;66;1;1;2;1;1;2;2;2;;1;1;1;1;2;1;4;1;3;5;1;;;98;430000;;;1;;;;;;;;;;2
20240835;08;2024;7894010;1;1;01;;2;469.42807468;66;1;4;2;2;;2;2;2;;1;1;1;1;3;1;4;1;1;5;4;;;;50000;;;;;;;;;;1;;;1
20240835;08;2024;7894012;1;1;01;;2;2152.9187186;05;1;1;2;1;2;2;2;2;;2;1;4;1;3;1;4;6;1;4;4;;;;200000;;;;;;;;;;1;;;2
20240835;08;2024;7894013;1;1;01;;2;2583.1931544;05;1;1;2;1;2;2;2;2;;2;1;4;3;2;1;4;6;1;5;1;;;100000000;200000;;;;;;;;;;1;;;4
20240835;08;2024;7894014;1;1;01;;2;2397.016619;05;1;3;2;1;2;2;2;2;;2;1;3;2;2;1;4;6;1;4;1;;;98;300000;;;;;;;;;;1;;;3
20240835;08;2024;7894015;1;1;01;;2;2668.3366652;05;1;1;2;1;2;2;2;2;;2;1;3;1;2;1;4;6;1;4;1;;;85000000;150000;;;1;;;;;;;;;;1
20240835;08;2024;7894016;1;1;01;;2;1892.2749001;05;1;4;1;1;2;2;2;2;;2;1;1;1;3;1;4;6;1;4;1;;;98;200000;;;;;;;;;;1;;;2
20240835;08;2024;7894017;1;1;01;;2;2161.7166557;05;1;1;1;1;2;2;2;2;;2;1;4;1;2;1;4;6;1;4;1;;;100000000;150000;;;;;;;;;;1;;;2
20240835;08;2024;7894018;1;1;01;;2;3089.8131639;05;1;1;2;1;2;2;2;2;;2;1;2;2;2;1;4;6;1;4;1;;;30000000;600000;;;1;;;;;;;;;;3
